time,text
00:37:15-00:37:30,ก่อนนะคะค่ะเราจะได้เห็นภาพว่าในแต่ละวิรัยเนี่ยเป็นอย่างไรบ้างนะคะถ้าข้อมูลถูกต้องหรือไม่ถูกต้องอย่างไรเนี่ยเรามีการให้ข้อคิดเห็นสามารถแจ้งได้เลยนะคะค่ะเราจะเอารวม
00:37:30-00:37:45,ทั้งโลโก้ทั้งชุดด้วยเลยนะคะทั้งรวมให้เห็นเป็นภาพค่ะนะคะอันแรกก็คือวิรัยเพศสับบำบัดนะคะตำแหน่งของหัวหน้าเนอะขององค์กรนี้ก็คือประธานนะคะเราเรียกว่าประธานวิทยา
00:37:45-00:38:00,เพศสับปำบัดนะคะภายใต้ราชวิทยาลัยนะคะแล้วก็คณะกรรมการนะคะก็จะมีทั้งหมดสิบสามท่านดังรายชื่อที่ปรากฏนะคะโดยมีท่านอาจารย์วิชัยนะคะเป็นประธานวิทยาลัยเพศสับเอ่อ
00:38:00-00:38:15,บำบัดภายใต้ราชวิทยาลัยค่ะแล้วก็โลโก้จะเป็นลักษณะนี้นะคะโอเคชุดนะคะจะเป็นชุดสีแดงแดงโอเคนะคะอ่าถัดไปเลยค่ะอ่าเลื่อนเลื่อนต่อให้สุดค่ะหมายความว่ารู้สึกจะมีต่อไหมคะโอเคค่ะ
00:38:15-00:38:30,ชื่อค่ะชื่อหลักสูตรนะคะเป็นการฝึกอบรมเป็นผู้มีความรู้ความชำนาญในการประกอบวิชาชีพเพศรัชกรรมสาขาเพศบำบัดนะคะชื่อภาษาอังกฤษนะคะบอร์ดเอ่อเซอร์ทิฟิเคทฟอร์มาโครเทอราปีเทรนนิ่งโปรแกรม
00:38:30-00:38:45,นะคะชื่อภาษาไทยคือวุฒิบัตรแสดงความรู้ความชำนาญในการประกอบวิชาชีพเพศรัชกรรมสาขาเพศสัตว์บำบัดแล้วก็ภาษาอังกฤษคือบอร์ดเซอร์ทิฟิเคทฟอร์มาโครชนละปีนะคะระยะเวลาเรียนสี่ปีค่ะนะคะอ่าแล้วก็
00:38:45-00:39:00,เรื่องหน่วยกิจจะเป็นร้อยสามสิบสามอันนี้ตารางนี้เดี๋ยวจะให้ทุกท่านด้วยนะคะเพื่อที่จะได้ดูว่าอะไรบ้างที่เราอ่าพอจะทำให้เป็นลักษณะที่เป็นคาแรคเตอร์เดียวกันเนอะแล้วก็อันนี้ในเรื่องของระบบการจัดการการศึกษาเป็นตลอดปี
00:39:00-00:39:15,สามารถเทียบโอนหน่วยกิจได้นะคะแล้วก็มีหมายเลขเรฟเฟอเรนไว้ให้นะคะโอเคค่ะถัดไปนะคะในแต่ละอันเนี่ยจริงแล้วเนี่ยณวันนี้ค่ะอยากจะให้ทุกท่านพิจารณาในหลายส่วน
00:39:15-00:39:30,ก่อนที่ทำเป็นตาราง Excel นะคะแต่เราไม่ต้องเปลี่ยนแปลงได้นะคะอย่างเช่นยกตัวอย่างโลโก้ยังคงเป็นอย่างนี้ก็ได้แต่เราอาจจะพิจารณาหรือเรามีโลโก้ของราชวิทยาลัยนะคะในคนที่จบรุ่นใหม่เนี่ยถ้าเราจบคำว่าภายใต้ราชวิทยาลัยเนี่ย
00:39:30-00:39:45,เราอาจจะจำเป็นต้องดิสคัสกันว่าเราจะเอาโลโก้มาเมิร์ตไหมหรืออย่างไรหรือชุดเนี่ยค่ะอย่างเช่นชุดเนี่ยจะเอาเหมือนเดิมไหมอันนี้เป็นข้อเขาเรียกว่าข้อตกลงกันได้เลยนะคะในการประชุมของเรานะคะ
00:39:45-00:40:00,ช่วยพวกอะค่ะก็จะมีเดิมทีใช้คำว่าคณะอำนวยการนะคะจะมีโทษทีค่ะจะมีสองคณะนะคะผู้วิหารกับมามีอีกหนึ่งคณะคือคณะอำนวยการซึ่งตรงเนี้ยเท่ากับว่าพอเรามีคณะกรรมการราชวิรัยซึ่งเรามีพวกเราทุกคนแล้วเนี่ย
00:40:00-00:40:15,ก็จะไม่มีคณะอำนวยการแล้วถูกไหมคะพี่กิติอันนี้ก็สบายใจได้นะคะก็คือตัดออกไปเลยนะคะคณะอำนวยการตรงนี้เราจะตัดออกไปนะคะก็แปลว่ามีผู้บริหารซึ่งผู้บริหารเนี่ยในหลายวิทยาลัยเนี่ยทำเรื่องอัปเดตมา
00:40:15-00:40:30,แล้วนะคะก็บางท่านก็อย่างเช่นของพี่วรรณาก็เป็นประธานนะคะวิทยาลัยคุ้มครองผู้พิโภคอะไรอย่างเงี้ยแล้วก็ต่อท้ายด้วยภายใต้ราชวิทยาลัยนะคะโอเคค่ะถัดไปนะคะเลื่อนไปทางอันนี้ก็เป็นชุดนะคะชุด
00:40:30-00:40:45,นี่เราเราจะไม่ได้ว่าไปเปลี่ยนชุดของวิทยาลัยนะคะเพียงแต่ว่าเราต้องมองว่าไปข้างหน้าสมมุติเด็กจบใหม่เนี่ยเราอยากมีคำว่าราชวิทยาลัยอ่ะเราจะมีเป็นยูนิตี้ไหมหรือเราจะเอาแบบไหนนะคะอันนี้คือสิ่งที่เดี๋ยวเราค่อยค่อยมาพูดจากันได้นะคะ
00:40:45-00:41:00,แล้วก็ชื่อนะคะมุฒิบัตรต่างต่างอันนี้ค่ะอย่างบอก certificate in pharmaceutical and health consumer protection training program นะคะระยะเวลาของการเรียนอยู่ที่ 3 ปีหน่วยกิจอาจจะดูความ
00:41:00-00:41:15,แล้วก็ตรงนี้ค่ะเรามีคณะกรรมการวิชาการซึ่งท่านอาจารย์ชนลพัฒน์ดูกับท่านอาจารย์ที่เป็นประธานวิทยาลัยทุกท่านอยู่นะคะตรงนี้เนี่ยทางราชวิทยาลัยอาจจะไม่ได้ลงในรายละเอียดอาจจะให้
00:41:15-00:41:30,ให้คณะวิชาการนะคะช่วยไปดูในแง่ของหลักสูตรอีกอีกทีนึงนะคะแล้วก็นำมาแอปพรูฟเพราะว่าในรายละเอียดเหล่านี้ค่ะเราอยากให้ราชวิทยาลัยอ่ะค่ะเป็นเสมือนว่ามีเซ็นเตอร์ของการบริหารจัด
00:41:30-00:41:45,การเพื่ออำนวยความสะดวกให้กับวิทยาลัยต่างต่างแล้วก็ในเรื่องของหลักสูตรให้มันมีมาตรฐานแล้วก็ในเรื่องของการเรียนนะคะถ้ารักษณะที่เราเรียนเป็นช็อตคอร์ส 4 เดือนหรืออะไรอย่างเงี้ยค่ะเราสามารถที่จะทำหน่วยกิจก็คือเครดิตแบงก์นะคะในเรื่องของการ
00:41:45-00:42:00,ทำเครดิตแว้งไว้แล้วก็มีการสะสมเพื่อให้เขาสามารถต่อยอดได้นะคะโอเคค่ะถัดไปนะคะไปดูวิรัยอื่นนะคะเราจะเห็นอันอื่นอันนี้เป็นข้อมูลให้พวกเราเห็นภาพรวมก่อนนะคะอันนี้ของสมุนไพรค่ะนะคะสมุนไพร
00:42:00-00:42:15,เนี่ยไม่ได้มีคณะอำนวยการนะคะแต่ว่าเป็นผู้บริหารเลยนะคะโอเคค่ะถัดไปทางขวามือนะคะอันนี้คือชุดนะคะนะแล้วก็ชื่อหลักสูตรนะคะเรียนสี่ปีแต่ตอนนี้ยังไม่ได้เกิดการเรียนนะคะทางสมุนไพร
00:42:15-00:42:30,น่าจะกำลังจัดทำอยู่นะคะแล้วก็รับสมัครนะคะโอเคนะคะถัดไปเราลงมาข้างล่างเลยค่ะอันนี้จะขอไม่ไม่คุยทั้งหมดไล่มาที่ตรงอ่าตรงคณะผู้บริหารก่อนนะคะของวิรัยอุตสาหกรรมอ่ะค่ะใช้ร่วมหน่วยการนะคะ
00:42:30-00:42:45,แล้วก็ชื่อยังคงเป็นผู้อำนวยการอันนี้จะอาจจะขออนุญาตให้เป็นประธานทั้งหมดเลยนะคะนะถ้าเป็นไปได้ก็คือเราจะได้มีความเป็นยูนิตี้นะคะโอเคค่ะถัดไปนะคะอันนี้คือชุดนะคะนะคะจะเห็นว่าเวลาเรารวมชุดเนี่ยเราอาจจะ
00:42:45-00:43:00,ไม่รู้จะรวมแบบไหนนะคะถ้าใครออกแบบเก่งก็อาจจะช่วยกันนะคะแล้วก็วิรัยบริหารเพศรัชกิจนะคะก็มีผู้อำนวยการนะคะแล้วก็วชขออนุญาตดูวพชนิดนึงค่ะวพชไล่ลงมาข้างล่างค่ะโอเค
00:43:00-00:43:15,ก็จะมีประธานวิทยาลัยนะคะโอเคค่ะตรงนี้ยังไม่ได้ตั้งกรรมการมานะคะแต่รู้สึกว่าของหลายวิทยาลัยตั้งมาเรียบร้อยแล้วนะคะค่ะถัดไปทางทางขวามือค่ะอันนี้เป็นชุดนะคะค่ะแล้วก็ชื่อ
00:43:15-00:43:30,ให้ดูชื่อนิดนึงชื่อจะไม่เหมือนกันนะสังเกตนะคะเมื่อกี้ของอ่าบริหารเพศรัชกิจกับชุมชนเนี่ยจะคล้ายกันคือใช้คำว่าเฟลโลชิปอินฟาร์มาซีนะคะแอมินิเซชั่นเทรนนิ่งโปรแกรมอ่า
00:43:30-00:43:45,ชุมชนเนี่ย fellowship in community pharmacy training โปรแกรมนะคะอ่าชื่อภาษาไทยเป็นวุฒิบัตรแสดงความรู้ความชำนาญในการประกอบวิชาชีพเพศรัชกรรมสาขาเพศรัชกรรมชุมชนนะคะแล้วก็เป็น fellow of college of
00:43:45-00:44:00,community pharmacy นะคะ อ่า โอเคค่ะ หน่วยกิจยังไม่ได้มีปัญหาอะไรนะคะ โอเค นะคะ แล้วก็การเรียนเนี่ยก็กำลังจัดลักษณะเป็น short course training 4 เดือน แล้วก็อาจจะมีการเรื่องของเครดิตแบงค์ตามมานะคะ โอเคค่ะ
00:44:00-00:44:15,ตัดไปข้างล่างค่ะอันอันถัดมาค่ะหมดแล้วเนอะโทษทีค่ะมีของอันอื่นอีกไหมอ่าน่าจะหมดแล้วก็ของเพศสัตว์พันธุศาสตร์ยังไม่ได้มีรายละเอียดนะคะก็รอท่านอาจารย์จัดตั้งให้เรียบร้อยนะคะ
00:44:15-00:44:30,ตรงนี้ค่ะในเรื่องรายละเอียดของแต่ละเวียรัยทุกท่านมีการอยากให้ข้อคิดเห็นหรือมีการสักถามอะไรก่อนไหมคะในวาระนี้ก่อนค่ะเชิญค่ะ
00:44:30-00:44:45,ครับขอบคุณขอบคุณมากครับก็ประเด็นประเด็นที่ที่เห็นในรายละเอียดที่เกี่ยวกับวิรัยทางด้านการบริหารเนี่ยนะครับเรายังใช้ชื่อนะครับคณะการ
00:44:45-00:45:00,เป็นอันเดิมอยู่นะครับทีนี้โดยไม่ได้บอกว่าเราจะใช้อย่างนี้ตลอดนะครับเพียงว่าโดยความเข้าใจเนี่ยเนื่องจากว่าพอมีข้อบังคับนะครับของร่างวิรัยเกิดขึ้นเนี่ยนะครับก็จะเป็นการยกเลิก
00:45:00-00:45:15,เลือกข้อบังคับเดิมของวิรัยทั้งหมดเลยนะครับทีนี้คำถามก็คือว่าที่มาของคณะกรรมการเนี่ยเดิมทีเนี่ยมันจะอาศัยข้อบังคับของวิรัยนะครับทีนี้อยู่อยู่เนี่ยพอมันมีข้อ
00:45:15-00:45:30,ของราชวิรัยเนี่ยผมก็เลยคิดว่ามันยังไม่ได้อยู่น้ำหน้าของเราที่จะไปปรับชื่อนะครับเนื่องจากว่าต้องอาศัยราชวิรัยเนี่ยเป็นคนดูแลก่อนไหมนะครับว่าที่มาของคณะกรรมการนี้นะครับ
00:45:30-00:45:45,จะเป็นแบบไหนอะไรอย่างนี้นะครับซึ่งเราก็รู้ดูว่าในข้อบังคับของอาราบิไลเนี่ยก็จะมีชื่อนะครับว่าเป็นต้องเป็นประธานนะครับอะไรต่างเนี่ยมีตำแหน่งนะครับนะแต่ว่าในลักษณะของข้อบังคับเนี่ยไม่ได้บอกที่มานะ
00:45:45-00:46:00,ว่าเราจะมีที่มานะครับของคณะกรรมการเนี่ยอย่างไรนะครับก็เลยเป็นที่มาว่าผมก็ไม่กล้าไปขยับเนื่องจากว่าขยับมาแล้วเนี่ยมันก็ไม่มีอะไรรองรับนะครับก็กลายเป็นกลับ
00:46:00-00:46:15,บางการร้อยซึ่งมันไม่มีข้อบังคับคือความรู้สึกว่ามันไม่มีข้อบังคับรองรับอยู่นะครับก็เลยยังไม่ปรับนะครับเดี๋ยวอาจจะขอความเห็นที่นี่ก็นะครับว่าถ้าเป็นมตินะครับของที่ประชุมราชวิรัยบอกว่าให้วิรัยไปดำเนินการเลยอย่างนี้เนี่ย
00:46:15-00:46:30,อันนี้อาจจะมีหลักฐานนะครับในกติกาในรองรับอยู่นะครับแล้วก็ไปปฏิบัติการต่อได้นะครับอันนี้จะเป็นประเด็นที่คิดว่าทำไมเราถึงยังเสนอเป็นแบบเดิมอยู่นะครับ
00:46:30-00:46:45,ครับจะต่อต่ออีกนิดนึงนะทีนี้ในส่วนที่สองเนี่ยนะครับก็คือประเด็นที่พูดถึงเรื่องชื่อนะครับ
00:46:45-00:47:00,ชื่อของนายวุฒิบัตรนี่นะครับอันนี้ก็เป็นอันหนึ่งที่อาจจะมีคำถามเรื่องความแตกต่างของแต่ละวิทยาลัยนะครับแต่ว่าเราก็คิดว่านะครับมันก็จะล้อกับ
00:47:00-00:47:15,ข้อบังคับของร้านวิไลซึ่งข้อบังคับของร้านวิไลเนี่ยจะชื่อคำว่าเฟโร่เลยนะครับซึ่งก็น่าจะโอเคในลักษณะที่ว่ามันจะเหมือนกันตรงนี้นะครับแล้วก็อ่าครับอ่าอาจจะมีอาจจะมีขออ่าเพิ่มเติมตรงนี้นิดหนึ่งนะครับ
00:47:15-00:47:30,ว่าในข้อบังคับเนี่ยไม่ได้เขียนนะครับว่าเป็นความเชี่ยวชาญในสาขาไหนนะครับข้อบังคับที่เขียนว่าเป็นแค่นะครับอภิไทยนะครับที่เขียนว่านะครับ
00:47:30-00:47:45,พอทอนะครับแล้วก็ในลักษณะตรงนี้เนี่ยมันจะไม่สะท้อนถึงนะครับความเชี่ยวชาญเฉพาะสาขาเป็นไปได้ไหมนะครับที่เราจะมีวงเล็บ
00:47:45-00:48:00,ว่าเออเอาล่ะเราอยู่ภายใต้ร่ายวิรัยนะครับแต่ว่าความเชี่ยวชาญเมื่อกี้ที่ที่เห็นนะครับว่าในในในข้อข้ออ่าในในแจ้งเพื่อทราบเนี้ยมันก็จะมีอ่าการบอกว่า
00:48:00-00:48:15,เราจะให้มีนะครับชื่อกันนะครับของแต่ละวิรัยเนี่ยนะครับภายใต้นะครับร่าวิรัยหรือถ้าเป็นอย่างงั้นจริงเนี่ยเราจะมีวงเล็บได้ไหมถ้าเป็นวงเล็บเนี่ยมันก็จะทำให้มันสอดรับกันนะครับว่ารอวอ
00:48:15-00:48:30,ทอวงเล็บอะไรอย่างนี้นะครับมันก็จะทำให้ชัดเจนมากขึ้นนะครับอันนี้เป็นประเด็นแรกก่อนแล้วกันครับเดี๋ยวจะมีประเด็นอื่นเอาไว้ทีหลังครับเดี๋ยวอันนี้ประเด็นแรกก่อนนะครับ
00:48:30-00:48:45,คุณค่ะพี่จะขอแก้ไขเอกสารนะคะเพราะว่าในส่วนของที่รายชื่อคณะกรรมการชุดปัจจุบันนะคะเพราะว่าทางวิทยาลัยได้แจ้ง
00:48:45-00:49:00,มาตั้งแต่วันที่ 24 เมษายนนะคะเรามีการเลือกตั้งค่ะมีการเลือกตั้งค่ะก็เป็นตามกติกาตามราชวิรัยที่ให้ทำภายใน 6 เดือนแล้วก็ตามกติกาที่ต้องให้สมาชิกเลือกค่ะ
00:49:00-00:49:15,การเลือกตั้งแล้วก็เลือกสำเร็จแล้วแล้วก็เลยแจ้งให้สภาเป็นคำทราบตอนนี้ข้อมูลมันก็เลยไม่ไม่ถูกต้องอะค่ะก็เลยจะรบกวนว่าขอแก้ไขเอกสารในส่วนที่เป็นของวิทยาลัยรายชื่อคณะกรรมการชุดปัจจุบันค่ะได้ค่ะเดี๋ยวจะแก้
00:49:15-00:49:30,ให้นะคะพอดีตอนที่ทำรวมเนี่ยเราเราทำรวมตอนที่เป็นวิรัยแต่ละอันมารวบรวมให้เห็นภาพก่อนค่ะแต่ว่าไอ้ตรงฉบับที่พี่วรรณาส่งมาเนี่ยได้รับแล้วแล้วเนี่ยเราจะแอปพบณวันนี้พอดีเลยค่ะอ่างั้นต้องงั้นต้องลบคำว่าชุดปัจจุบันทิ้งอ่ะ
00:49:30-00:49:45,เพราะว่ามันเขียนว่าชุดปัจจัยได้ค่ะได้ค่ะโอเคค่ะได้ค่ะของพี่วรรณาอัปเดตกว่านะคะทีนี้ประเด็นของพี่กรเชิญอาจารย์อะไรนะคะอาจารย์วิชัยค่ะเชิญค่ะสวัสดีครับผมวิ
00:49:45-00:50:00,ใช่นะครับจากวิทยาลัยเพศสัตว์บำบัดก็จริงก็ดีใจที่ได้มาคุยวันนี้นะครับแล้วก็สวัสดีทุกท่านแต่ว่าก็ยังมีหลายประเด็นที่อาจจะเป็นการคอนเซิร์นนะครับจากตัววิทยาลัยเพศสัตว์บำบัดเองขออนุญาตไปที่เนื้อ
00:50:00-00:50:15,ตรงที่สรุปตัวกรรมการนะครับอาจารย์จากสไลด์ได้ค่ะเดี๋ยวเปิดเอ็กเซลให้นะคะคุณครับอาจารย์สุนีคือต้องบอกก่อนว่าตอนนี้วิทยาลัยเพศบำบัดเนี่ยเปิดมา 23 ปีนะครับก็มีภารกิจหลายอย่างด้วยกันไม่ว่าจะ
00:50:15-00:50:30,เป็นในเรื่องของการอบรมพุทธิบัตรนะครับก็มีคนจบไปแล้วเกือบ 150 ถึง 200 คนรวมถึงยังมีนักศึกษาที่อยู่นักเปรย์กรประจำบ้านที่อยู่ในป้ายลายเนี่ยอบรมอยู่ประมาณ 60 ถึง 80 คนนะครับตัวเลขมันจะประมาณนี้
00:50:30-00:50:45,ดังนั้นเนี่ยด้วยลักษณะของข้อบังคับของราชวิรัยที่ออกมาครับจำนวนกรรมการเนี่ยจะไม่ได้แมชชิ่งกับสิ่งที่เป็นอยู่ของวิจัยเพศสัตว์บำบัดปัจจุบันสิ่งที่ผมกำลังจะสื่อสารก็คือว่าด้วยจำนวนของกรรมการ
00:50:45-00:51:00,ภายใต้ข้อบังคับของราชวิทยาลัยเนี่ยมีจำนวนที่น้อยและบางตำแหน่งเนี่ยไม่ได้แมชชิ่งกับภารกิจที่เรามีอยู่ซึ่งปัจจุบันนี้ของวิทยาเพศบำบัดเองเนี่ยนอกเหนือจากอบรมคนที่อยู่ในวุฒิบัตรเนี่ย
00:51:00-00:51:15,ประมาณ 80 คนแล้วเนี่ย เรายังมีหลักสูตรอบรวมระยะสั้นอีก 60 กว่าหลักสูตร มีคนจบไปแล้วประมาณ 800 คนนั้น พันธกิจกับภารกิจเนี่ยค่อนข้างมาก แต่ด้วยจำนวนกรรมการที่อยู่ภายใต้ข้อบังคับอะครับ มันน้อย
00:51:15-00:51:30,และไม่สอดคล้องกับภาระหน้าที่ที่เรามีอยู่กรรมการก็เลยส่งรายชื่อเนี่ยที่ทุกท่านเห็นอยู่ว่ายังเป็นการอ้างอิงตามเดิมนะครับยังไม่ได้ปรับเพราะถ้าปรับเนี่ยจะกระทบกับการทำงานแล้วก็
00:51:30-00:51:45,ก็อาจจะกระทบกับผู้ที่เรียนอยู่รวมถึงผู้ที่จบนะครับประเด็นที่สองเดี๋ยวขอเลื่อนไปที่คอลัมน์ที่สองนะครับอาจารย์ของของวิทยาลัยเพศสัตว์ลำบากครับโอเคเนอะเรื่องของชื่อวุฒินะครับก็คิดว่าวิทยาลัยเพศ
00:51:45-00:52:00,อาจจะมีประเด็นตรงที่ว่าคุณอาวุธของเราเนี่ยมันถูกไปเทียบเคียงกับสกอวนะครับแล้วก็ยังไปขึ้นอยู่กับเงินเดือนของกพด้วยดังนั้นเนี่ยการเปลี่ยนชื่อจากคำว่าบอร์ดเซอร์ติไฟล์หรือจะขยับไปเป็นคำว่าเฟโร่หรือ
00:52:00-00:52:15,อะไรก็ตามเนี่ยคิดว่าประเด็นตรงนี้จะมีประเด็นที่น่าจะกระทบซึ่งอันนี้ถ้ามีการเปลี่ยนแปลงเกิดขึ้นเนี่ยมันไม่ผมไม่สามารถตอบตรงนี้ได้นะครับว่าเปลี่ยนได้เปลี่ยนให้เหมือนกับที่อื่นแต่สิ่งที่ผมตอบได้แน่คือนะ
00:52:15-00:52:30,ตอนนี้เนี่ยคุณธวุฒิที่ชื่อนี้เนี่ยมันถูกสกอวแล้วก็กพรับรองด้วยชื่อลักษณะแบบนี้ประเด็นที่สามเรื่องของหน่วยกิจการเรียนนะครับอาจารย์ครับก็เป็นหน่วยกิจที่ส่งไปให้สกอวรับรองในคุณสมบัติการเทียบเท่ากริญญาเอก
00:52:30-00:52:45,ในแง่ของหน่วยกิจลักษณะวิชาเป็นไปตามโครงสร้างที่เขาพิจารณาไปแล้วก็คิดว่าในประเด็นนี้ก็คงจะต้องประมาณนี้นะครับอาจารย์แล้วก็สุดท้ายก็คือเมื่อกี้มันมีการอบรมวุฒิบัตร 4 ปีในสาขาต่างต่าง
00:52:45-00:53:00,วิทยาลัยเพศสัตว์บำบัดมีการอบรมแบบประกาศยุติบัตรทางเพศสัตว์คำชั้นสูงสาขาเพศสัตว์บำบัดที่เรียนแบบหนึ่งปีด้วยนะครับซึ่งก็มีคนที่อบรมอยู่ก็เลยคิดว่าไม่แน่ใจว่าเมื่อกี้ตอนที่อยู่ในข้อบังคับ
00:53:00-00:53:15,อ่าได้มีการเขียนถึงมีมีเขียนแต่หลักสุดสี่ปีแล้วก็เป็นสาขาต่างต่างนะครับก็เลยจะแจ้งเบื้องต้นประมาณนี้ก่อนว่าของเวลาเพศบำบัดเนี้ยน่าจะมีประเด็นคอนเซิร์นประมาณเนี้ยครับอาจารย์ครับโอเคอันอันแรกที่ตอบอาจารย์วิชัยก่อน
00:53:15-00:53:30,เรื่องจำนวนเนาะเราได้มีการประชุมไปแล้วเนาะให้ให้อนุญาตให้กรรมการกลางอะค่ะจากเดิมที่ไม่เกินเจ็ดคนเอ้ยไม่เกินสามคนอ่ะเป็นอ่าเป็นเท่าไหร่นะรู้สึกจะ
00:53:30-00:53:45,ทำให้มันกว้างขึ้นเนอะอาจารย์ปรีชาว่ามันอยู่ในกรอบที่ของอาจารย์ไม่ได้ไม่ได้ถูกต้องอ่ะค่ะหมายความว่าสามารถดำเนินการได้ต่อเนื่องไม่ได้มีปัญหาเพราะว่าเราเอาเข้ากรรมการสภาเรียบร้อยแล้วนะคะทีนี้ในส่วนของที่มานะคะของ
00:53:45-00:54:00,คณะกรรมการพิกิติมีเพิ่มเติมไหมคะเชิญค่ะคือประเด็นนี้คืออยากให้พวกเราสบายใจนะฮะคือข้อบังคับเนี่ยเราจะเขียนเผื่อยืดหยุ่นได้แต่เหมือนกับว่าต้องเขียนไว้หลักการหนึ่งแค่นี้นะครับแต่เราจะมีข้อหนึ่งที่ว่า
00:54:00-00:54:15,ข้อนี้ข้อบังคับเนี่ยนายกเป็นผู้รักษาการถ้ามีปัญหาตรงไหนเนี่ยมาเสนอแล้วก็ปรับปรุงเป็นการเฉพาะแต่ละที่ตามเหตุผลความจำเป็นนะฮะอย่างกรรมการถ้าแต่เดิมบอกว่าไม่
00:54:15-00:54:30,เกิน 8 ถ้าเราคิดว่าต้องมี 12 แล้วมีเพิ่มอะไรก็มาแจ้งว่าของเราต้องมีแบบนี้เพราะอะไรก็แค่นี้นี่แล้วนายกก็อนุมัติได้ตามข้อนี้ฉะนั้นข้อนี้จะเป็นตัวยืดหยุ่นในหลักการที่เราเขียนเบื้องต้นทั้งหมดนะฮะแต่สิ่งที่สำคัญ
00:54:30-00:54:45,ที่อาจจะต้องช่วยกันดูคืออะไรที่จะให้เป็นมาตรฐานเดียวกันที่อยากจะให้ปรับมาร่วมกันแค่นั้นเองถ้าทำได้ก็จะต่อไปก็จะได้เป็นมาตรฐานเดียวกันแต่ถ้าพิธีในเชิงบริหารจัดการเนี่ยข้อบังคับนี่ค่อนข้างคงไว้ให้เหมือน
00:54:45-00:55:00,เหมือนเดิมนะฮะก็ยังยืดหยุ่นว่าอย่างตราหรืออะไรเราจะใช้เหมือนเดิมก็ไม่ได้มีปัญหาเพราะส่วนที่เราจัดการเราจัดการในส่วนเวียรัยเฉพาะของแต่แต่ละคนอยู่แต่ถ้าสุดท้ายเราอยากมาใช้เป็นราชเวียรัยเฉยเฉยก็ใช้ได้ในอนาคต
00:55:00-00:55:15,ไม่ได้มีประเด็นอะไรในหลักการเบื้องต้นจะเป็นอย่างนี้หรือว่าเสื้อคุยอะไรเราอยากใช้เหมือนเดิมก็ใช้ถ้าใครที่สำเร็จแล้วของบริษัทบำบัดจะใช้เหมือนเดิมก็ใช้เหมือนเดิมแต่ราษเวียไรคงมีคุยกลางไว้
00:55:15-00:55:30,ถ้าต่อไปอยากจะมาใช้ก็ใช้ได้แล้วใครอยากจะใส่สองคุยก็แล้วแต่ก็แล้วแต่ที่นะครับคืออยากให้ทุกคนบริหารแบบแบบไม่ได้ติดขัดจากเดิมนะคือต่อเนื่องจากเดิมได้และส่วนไหนที่คิดว่าน่าจะเป็นมาตรฐาน
00:55:30-00:55:45,เดียวกันเพื่อความชัดเจนจะได้ชี้แจงคนอื่นได้ง่ายอ่ะแค่นั้นเองแล้วก็ช่วยกันปรับแค่นั้นเองนะครับค่ะส่วนที่มาของคณะผู้บริหารวิทยาลัยอ่ะค่ะจะเขียนอยู่ที่หน้าสามสิบเก้านะคะคณะผู้บริหารวิทยาลัยเนี่ยแต่ละสาขาเนี่ยได้มาจาก
00:55:45-00:56:00,การออกเสียงเลือกตั้งของสมาชิกสามัญของราชวิทยาลัยนะคะในสาขาเฉพาะนะคะก็คือหมายความว่าอยู่ภายใต้ของวิรัยเองอะค่ะอย่างเช่นกรณีที่อ่าท่านอาจารย์วรรณาทำมานะคะทีเนี้ยในในระยะที่เรา
00:56:00-00:56:15,เราเปลี่ยนผ่านเนี่ยคิดว่าตรงนี้เรายึดหยุ่นถูกไหมคะพี่พี่กิติถ้าเกิดสมมุติว่าท่านอาจารย์รีไวส์แล้วแล้วอาจารย์ตั้งคณะกรรมการมาอย่างเงี้ยค่ะเราก็ตั้งตามเนาะเพื่อให้มีอ่าตำแหน่งตรงเนี้ยไปไปสามปี
00:56:15-00:56:30,แต่ว่าถ้ากรณีที่บางท่านกำลังอยู่ระหว่างที่จะเปลี่ยนสมมุติว่าอีก 2 วันกำลังหมดวาระพอดีอย่างนี้ค่ะก็คิดว่าตรงนี้เราให้เวลาในการดำเนินการได้นะคะ
00:56:30-00:56:45,จริงข้อบังคับเราเขียนอยู่ในข้อสี่สิบนะฮะหลังจากประกาศนะฮะคือตามหลักการเดิมคือหลังจากประกาศใช้แล้วเนี่ยให้แต่ละเวียรัยไปจัดการที่จะดำเนินการปรับปรุง
00:56:45-00:57:00,กรรมการให้เป็นไปตามนี้นะฮะการปรับปรุงอย่างที่บอกคือทุกเรื่องอะไรเราก็ใช้วิธีให้สมาชิกเรามาเลือกตั้งอยู่แล้วอ่ะนะฮะฉะนั้นวิธีการไม่น่ามีปัญหาเพียงแค่ปรับปรุงถ้าใครไม่ได้เข้ารูปแบบนี้ก็ปรับปรุงเป็นรูปแบบนี้แค่นั้นเอง
00:57:00-00:57:15,นะฮะแต่ตอนนั้นก็เขียนว่าภายในหกสิบวันหลังจากบังคับมีผลบังคับใช้นะครับแต่ว่าตอนนี้อย่างอย่างกองกุ้มกองบุรีโภคอาจารย์วรรณาก็ทำมาก็คือทำตามนี้ก็โอเคแต่ถ้าใครยังไม่ได้ทำก็หลังจาก
